date,price,market_cap,realized_cap,issuance_btc,supply,hashrate
2018-04-10,5760.39,96945574510,171386864030,900.00,16829700,17342688937973733376
2018-04-11,5765.02,97025275503,171129642856,900.00,16830000,17362724147560742912
2018-04-12,5769.43,97101252106,170873583252,900.00,16830300,17384504294792202240
2018-04-13,5773.70,97174858072,170618672874,900.00,16830600,17407985052080420864
2018-04-14,5777.91,97247492532,170364904321,900.00,16830900,17433109395828686848
2018-04-15,5782.15,97320588901,170112275234,900.00,16831200,17459808102822291456
2018-04-16,5786.51,97395603446,169860788358,900.00,16831500,17488000354517170176
2018-04-17,5791.06,97474003604,169610451567,900.00,16831800,17517594442506207232
2018-04-18,5795.91,97557256155,169361277838,900.00,16832100,17548488567437109248
2018-04-19,5801.12,97646815337,169113285196,900.00,16832400,17580571722789758976
2018-04-20,5806.80,97744110993,168866496604,900.00,16832700,17613724654205102080
2018-04-21,5813.02,97850536864,168620939826,900.00,16833000,17647820884496478208
2018-04-22,5819.86,97967439104,168376647241,900.00,16833300,17682727794068224000
2018-04-23,5827.40,98096105128,168133655619,900.00,16833600,17718307746212030464
2018-04-24,5835.71,98237752866,167892005866,900.00,16833900,17754419246641764352
2018-04-25,5844.86,98393520536,167651742729,900.00,16834200,17790918126652053504
2018-04-26,5854.91,98564456999,167412914471,900.00,16834500,17827658739432114176
2018-04-27,5865.92,98751512797,167175572513,900.00,16834800,17864495159320436736
2018-04-28,5877.93,98955531930,166939771051,900.00,16835100,17901282374131679232
2018-04-29,5890.99,99177244465,166705566648,900.00,16835400,17937877461109352448
2018-04-30,5905.15,99417260023,166473017803,900.00,16835700,17974140737540536320
2018-05-01,5920.41,99676062210,166242184505,900.00,16836000,18009936877596604416
2018-05-02,5936.82,99954004051,166013127768,900.00,16836300,18045135987523203072
2018-05-03,5954.37,100251304445,165785909162,900.00,16836600,18079614631879933952
2018-05-04,5973.07,100568045707,165560590327,900.00,16836900,18113256804115288064
2018-05-05,5992.93,100904172201,165337232499,900.00,16837200,18145954835344691200
2018-05-06,6013.93,101259490085,165115896017,900.00,16837500,18177610235773022208
2018-05-07,6036.04,101633668190,164896639854,900.00,16837800,18208134463760728064
2018-05-08,6059.25,102026240016,164679521144,900.00,16838100,18237449618071564288
2018-05-09,6083.51,102436606844,164464594727,900.00,16838400,18265489049358219264
2018-05-10,6108.79,102864041943,164251912707,900.00,16838700,18292197887438245888
2018-05-11,6135.03,103307695855,164041524034,900.00,16839000,18317533481388906496
2018-05-12,6162.17,103766602694,163833474109,900.00,16839300,18341465749947338752
2018-05-13,6190.15,104239687455,163627804410,900.00,16839600,18363977440145434624
2018-05-14,6218.91,104725774242,163424552156,900.00,16839900,18385064292541372416
2018-05-15,6248.36,105223595374,163223749998,900.00,16840200,18404735111836559360
2018-05-16,6278.42,105731801300,163025425753,900.00,16840500,18423011742093623296
2018-05-17,6309.02,106248971243,162829602165,900.00,16840800,18439928946203209728
2018-05-18,6340.06,106773624488,162636296718,900.00,16841100,18455534189691154432
2018-05-19,6371.46,107304232235,162445521484,900.00,16841400,18469887329417789440
2018-05-20,6403.11,107839229922,162257283018,900.00,16841700,18483060208204013568
2018-05-21,6434.93,108377029918,162071582293,900.00,16842000,18495136156927692800
2018-05-22,6466.81,108916034482,161888414690,900.00,16842300,18506209406173777920
2018-05-23,6498.68,109454648896,161707770021,900.00,16842600,18516384410094235648
2018-05-24,6530.42,109991294660,161529632611,900.00,16842900,18525775085741092864
2018-05-25,6561.96,110524422635,161353981417,900.00,16843200,18534503971777560576
2018-05-26,6593.20,111052526043,161180790196,900.00,16843500,18542701311146348544
2018-05-27,6624.05,111574153201,161010027713,900.00,16843800,18550504062977118208
2018-05-28,6654.43,112087919898,160841658002,900.00,16844100,18558054849741275136
2018-05-29,6684.27,112592521299,160675640650,900.00,16844400,18565500846403215360
2018-05-30,6713.49,113086743287,160511931138,900.00,16844700,18572992619063603200
2018-05-31,6742.03,113569473142,160350481208,900.00,16845000,18580682921329668096
2018-06-01,6769.82,114039709463,160191239264,900.00,16845300,18588725457365499904
2018-06-02,6796.82,114496571253,160034150806,900.00,16845600,18597273621256785920
2018-06-03,6822.98,114939306088,159879158891,900.00,16845900,18606479222951190528
2018-06-04,6848.27,115367297283,159726204617,900.00,16846200,18616491211589906432
2018-06-05,6872.65,115780070017,159575227621,900.00,16846500,18627454407508930560
2018-06-06,6896.10,116177296325,159426166608,900.00,16846800,18639508254541299712
2018-06-07,6918.63,116558798946,159278959872,900.00,16847100,18652785604476928000
2018-06-08,6940.21,116924553951,159133545840,900.00,16847400,18667411545617485824
2018-06-09,6960.87,117274692155,158989863609,900.00,16847700,18683502287287386112
2018-06-10,6980.62,117609499262,158847853492,900.00,16848000,18701164111916105728
2018-06-11,6999.48,117929414757,158707457544,900.00,16848300,18720492405886472192
2018-06-12,7017.50,118235029534,158568620092,900.00,16848600,18741570779743559680
2018-06-13,7034.71,118527082266,158431288243,900.00,16848900,18764470287582932992
2018-06-14,7051.16,118806454548,158295412371,900.00,16849200,18789248754491293696
2018-06-15,7066.93,119074164837,158160946590,900.00,16849500,18815950219809177600
2018-06-16,7082.06,119331361233,158027849190,900.00,16849800,18844604502741381120
2018-06-17,7096.65,119579313144,157896083052,900.00,16850100,18875226895476789248
2018-06-18,7110.77,119819401902,157765616019,900.00,16850400,18907817987521064960
2018-06-19,7124.52,120053110405,157636421235,900.00,16850700,18942363623420850176
2018-06-20,7137.97,120282011835,157508477446,900.00,16851000,18978834994496794624
2018-06-21,7151.24,120507757576,157381769251,900.00,16851300,19017188863636639744
2018-06-22,7164.43,120732064388,157256287310,900.00,16851600,19057367920659206144
2018-06-23,7177.63,120956700962,157132028509,900.00,16851900,19099301264275931136
2018-06-24,7190.96,121183473945,157008996065,900.00,16852200,19142905005276262400
2018-06-25,7204.52,121414213550,156887199591,900.00,16852500,19188082984271294464
2018-06-26,7218.43,121650758873,156766655103,900.00,16852800,19234727596167872512
2018-06-27,7232.79,121894943014,156647384978,900.00,16853100,19282720712529076224
2018-06-28,7247.71,122148578151,156529417855,900.00,16853400,19331934692118573056
2018-06-29,7263.30,122413440652,156412788495,900.00,16853700,19382233469233086464
2018-06-30,7279.65,122691256387,156297537574,900.00,16854000,19433473708900679680
2018-07-01,7296.87,122983686325,156183711442,900.00,16854300,19485506017661304832
2018-07-02,7315.05,123292312561,156071361826,900.00,16854600,19538176198443294720
2018-07-03,7334.28,123618624874,155960545484,900.00,16854900,19591326537995595776
2018-07-04,7354.64,123964007941,155851323825,900.00,16855200,19644797115418103808
2018-07-05,7376.21,124329729314,155743762480,900.00,16855500,19698427120536686592
2018-07-06,7399.05,124716928253,155637930840,900.00,16855800,19752056171179126784
2018-07-07,7423.22,125126605529,155533901554,900.00,16856100,19805525618806882304
2018-07-08,7448.78,125559614282,155431750008,900.00,16856400,19858679832427835392
2018-07-09,7475.76,126016652009,155331553763,900.00,16856700,19911367451241111552
2018-07-10,7504.20,126498253773,155233391985,900.00,16857000,19963442597030842368
2018-07-11,7534.11,127004786674,155137344849,900.00,16857300,20014766037917474816
2018-07-12,7565.52,127536445669,155043492932,900.00,16857600,20065206295680716800
2018-07-13,7598.41,128093250755,154951916601,900.00,16857900,20114640689476124672
2018-07-14,7632.79,128675045572,154862695396,900.00,16858200,20162956309370273792
2018-07-15,7668.62,129281497430,154775907416,900.00,16858500,20210050913709641728
2018-07-16,7705.89,129912098795,154691628710,900.00,16858800,20255833744912195584
2018-07-17,7744.55,130566170209,154609932687,900.00,16859100,20300226258824728576
2018-07-18,7784.55,131242864644,154530889533,900.00,16859400,20343162763323310080
2018-07-19,7825.83,131941173275,154454565660,900.00,16859700,20384590962348269568
2018-07-20,7868.32,132659932612,154381023176,900.00,16860000,20424472402062897152
2018-07-21,7911.95,133397832975,154310319389,900.00,16860300,20462782816308035584
2018-07-22,7956.62,134153428224,154242506346,900.00,16860600,20499512368999272448
2018-07-23,8002.25,134925146702,154177630413,900.00,16860900,20534665791583440896
2018-07-24,8048.73,135711303284,154115731894,900.00,16861200,20568262414143750144
2018-07-25,8095.96,136510112475,154056844707,900.00,16861500,20600336089223180288
2018-07-26,8143.83,137319702423,154000996096,900.00,16861800,20630935007931678720
2018-07-27,8192.23,138138129777,153948206413,900.00,16862100,20660121408418836480
2018-07-28,8241.02,138963395240,153898488938,900.00,16862400,20687971177337749504
2018-07-29,8290.10,139793459728,153851849771,900.00,16862700,20714573345501798400
2018-07-30,8339.34,140626260982,153808287769,900.00,16863000,20740029479549177856
2018-07-31,8388.61,141459730518,153767794557,900.00,16863300,20764452972083322880
2018-08-01,8437.81,142291810774,153730354586,900.00,16863600,20787968233452957696
2018-08-02,8486.80,143120472310,153695945257,900.00,16863900,20810709789073526784
2018-08-03,8535.46,143943730927,153664537108,900.00,16864200,20832821286970466304
2018-08-04,8583.69,144759664571,153636094051,900.00,16864500,20854454421040701440
2018-08-05,8631.38,145566429859,153610573669,900.00,16864800,20875767776375767040
2018-08-06,8678.41,146362278115,153587927577,900.00,16865100,20896925603859091456
2018-08-07,8724.70,147145570762,153568101821,900.00,16865400,20918096532131115008
2018-08-08,8770.15,147914793948,153551037336,900.00,16865700,20939452225895022592
2018-08-09,8814.69,148668572278,153536670451,900.00,16866000,20961166000397082624
2018-08-10,8858.24,149405681520,153524933428,900.00,16866300,20983411402741633024
2018-08-11,8900.73,150125060196,153515755054,900.00,16866600,21006360771471167488
2018-08-12,8942.12,150825819928,153509061253,900.00,16866900,21030183786536390656
2018-08-13,8982.36,151507254461,153504775733,900.00,16867200,21055046022377398272
2018-08-14,9021.42,152168847266,153502820663,900.00,16867500,21081107517313581056
2018-08-15,9059.29,152810277653,153503117360,900.00,16867800,21108521372775657472
2018-08-16,9095.95,153431425333,153505586991,900.00,16868100,21137432396088467456
2018-08-17,9131.42,154032373373,153510151293,900.00,16868400,21167975800511164416
2018-08-18,9165.70,154613409506,153516733278,900.00,16868700,21200275976048185344
2018-08-19,9198.83,155175025773,153525257952,900.00,16869000,21234445344150405120
2018-08-20,9230.85,155717916482,153535653010,900.00,16869300,21270583308826161152
2018-08-21,9261.81,156242974487,153547849523,900.00,16869600,21308775315876782080
2018-08-22,9291.77,156751285801,153561782606,900.00,16869900,21349092030966939648
2018-08-23,9320.82,157244122579,153577392051,900.00,16870200,21391588646048837632
2018-08-24,9349.04,157722934497,153594622932,900.00,16870500,21436304322297409536
2018-08-25,9376.52,158189338600,153613426177,900.00,16870800,21483261776205426688
2018-08-26,9403.36,158645107684,153633759087,900.00,16871100,21532467013858938880
2018-08-27,9429.70,159092157287,153655585817,900.00,16871400,21583909216696487936
2018-08-28,9455.63,159532531386,153678877802,900.00,16871700,21637560780283969536
2018-08-29,9481.29,159968386916,153703614123,900.00,16872000,21693377505845608448
2018-08-30,9506.82,160401977206,153729781823,900.00,16872300,21751298942516928512
2018-08-31,9532.36,160835634480,153757376151,900.00,16872600,21811248876561846272
2018-09-01,9558.03,161271751542,153786400750,900.00,16872900,21873135962155753472
2018-09-02,9584.00,161712762794,153816867768,900.00,16873200,21936854486809886720
2018-09-03,9610.40,162161124743,153848797909,900.00,16873500,22002285263123267584
2018-09-04,9637.38,162619296136,153882220412,900.00,16873800,22069296637319159808
2018-09-05,9665.09,163089717895,153917172956,900.00,16874100,22137745603967164416
2018-09-06,9693.67,163574793020,153953701500,900.00,16874400,22207479015420444672
2018-09-07,9723.25,164076866605,153991860050,900.00,16874700,22278334873813889024
2018-09-08,9753.97,164598206154,154031710361,900.00,16875000,22350143692972879872
2018-09-09,9785.96,165140982344,154073321571,900.00,16875300,22422729917267845120
2018-09-10,9819.34,165707250411,154116769768,900.00,16875600,22495913384307204096
2018-09-11,9854.23,166298932311,154162137504,900.00,16875900,22569510818377920512
2018-09-12,9890.72,166917799808,154209513244,900.00,16876200,22643337341702451200
2018-09-13,9928.92,167565458643,154258990766,900.00,16876500,22717207990866006016
2018-09-14,9968.91,168243333919,154310668508,900.00,16876800,22790939226160107520
2018-09-15,10010.76,168952656840,154364648875,900.00,16877100,22864350422068682752
2018-09-16,10054.54,169694452917,154421037504,900.00,16877400,22937265327672221696
2018-09-17,10100.28,170469531763,154479942499,900.00,16877700,23009513486346813440
2018-09-18,10148.03,171278478565,154541473636,900.00,16878000,23080931604771921920
2018-09-19,10197.81,172121647331,154605741545,900.00,16878300,23151364861918326784
2018-09-20,10249.62,172999155972,154672856887,900.00,16878600,23220668149354745856
2018-09-21,10303.45,173910883291,154742929510,900.00,16878900,23288707234876399616
2018-09-22,10359.29,174856467910,154816067618,900.00,16879200,23355359842114904064
2018-09-23,10417.09,175835309167,154892376934,900.00,16879500,23420516639429332992
2018-09-24,10476.82,176846570005,154971959883,900.00,16879800,23484082132000518144
2018-09-25,10538.40,177889181822,155054914793,900.00,16880100,23545975451652845568
2018-09-26,10601.75,178961851300,155141335125,900.00,16880400,23606131039510609920
2018-09-27,10666.80,180063069134,155231308730,900.00,16880700,23664499217161646080
2018-09-28,10733.44,181191120644,155324917152,900.00,16881000,23721046642553012224
2018-09-29,10801.54,182344098176,155422234974,900.00,16881300,23775756647387369472
2018-09-30,10871.00,183519915220,155523329219,900.00,16881600,23828629453329883136
2018-10-01,10941.68,184716322141,155628258799,900.00,16881900,23879682264881045504
2018-10-02,11013.43,185930923417,155737074039,900.00,16882200,23928949237327982592
2018-10-03,11086.11,187161196237,155849816259,900.00,16882500,23976481318763233280
2018-10-04,11159.55,188404510346,155966517428,900.00,16882800,24022345965762322432
2018-10-05,11233.61,189658148968,156087199895,900.00,16883100,24066626732948205568
2018-10-06,11308.11,190919330644,156211876198,900.00,16883400,24109422737346469888
2018-10-07,11382.89,192185231827,156340548946,900.00,16883700,24150847999157227520
2018-10-08,11457.77,193453010044,156473210792,900.00,16884000,24191030661340758016
2018-10-09,11532.60,194719827444,156609844483,900.00,16884300,24230112091237732352
2018-10-10,11607.20,195982874542,156750422990,900.00,16884600,24268245868320980992
2018-10-11,11681.41,197239393961,156894909731,900.00,16884900,24305596663104299008
2018-10-12,11755.07,198486703983,157043258861,900.00,16885200,24342339013208592384
2018-10-13,11828.03,199722221706,157195415659,900.00,16885500,24378656003602440192
2018-10-14,11900.15,200943485617,157351316977,900.00,16885800,24414737859081424896
2018-10-15,11971.28,202148177382,157510891771,900.00,16886100,24450780458117206016
2018-10-16,12041.30,203334142677,157674061708,900.00,16886400,24486983778277228544
2018-10-17,12110.09,204499410866,157840741828,900.00,16886700,24523550284470837248
2018-10-18,12177.55,205642213355,158010841277,900.00,16887000,24560683272296947712
2018-10-19,12243.58,206761000468,158184264095,900.00,16887300,24598585179728936960
2018-10-20,12308.11,207854456671,158360910050,900.00,16887600,24637455881248710656
2018-10-21,12371.08,208921514020,158540675522,900.00,16887900,24677490979309428736
2018-10-22,12432.43,209961363693,158723454422,900.00,16888200,24718880108636835840
2018-10-23,12492.14,210973465492,158909139137,900.00,16888500,24761805269349412864
2018-10-24,12550.18,211957555225,159097621506,900.00,16888800,24806439205161443328
2018-10-25,12606.57,212913649872,159288793805,900.00,16889100,24852943843011117056
2018-10-26,12661.32,213842050478,159482549737,900.00,16889400,24901468810308939776
2018-10-27,12714.46,214743342729,159678785426,900.00,16889700,24952150045618139136
2018-10-28,12766.04,215618395165,159877400396,900.00,16890000,25005108517950324736
2018-10-29,12816.13,216468355053,160078298539,900.00,16890300,25060449068985319424
2018-10-30,12864.83,217294641889,160281389048,900.00,16890600,25118259391409229824
2018-10-31,12912.22,218098938597,160486587323,900.00,16890900,25178609155221958656
2018-11-01,12958.42,218883180446,160693815832,900.00,16891200,25241549292312903680
2018-11-02,13003.55,219649541770,160903004922,900.00,16891500,25307111447867658240
2018-11-03,13047.78,220400420571,161114093579,900.00,16891800,25375307605279719424
2018-11-04,13091.23,221138421110,161327030112,900.00,16892100,25446129889235656704
2018-11-05,13134.09,221866334615,161541772783,900.00,16892400,25519550549559013376
2018-11-06,13176.53,222587118239,161758290346,900.00,16892700,25595522126279303168
2018-11-07,13218.72,223303872427,161976562519,900.00,16893000,25673977794280013824
2018-11-08,13260.87,224019816873,162196580356,900.00,16893300,25754831883814645760
2018-11-09,13303.16,224738265225,162418346543,900.00,16893600,25837980571202740224
2018-11-10,13345.80,225462598766,162641875589,900.00,16893900,25923302732163776512
2018-11-11,13388.99,226196239260,162867193930,900.00,16894200,26010660948547022848
2018-11-12,13432.93,226942621176,163094339929,900.00,16894500,26099902657695862784
2018-11-13,13477.83,227705163529,163323363784,900.00,16894800,26190861432365953024
2018-11-14,13523.88,228487241556,163554327329,900.00,16895100,26283358378009579520
2018-11-15,13571.28,229292158458,163787303747,900.00,16895400,26377203633352626176
2018-11-16,13620.22,230123117455,164022377174,900.00,16895700,26472197959524417536
2018-11-17,13670.88,230983194374,164259642222,900.00,16896000,26568134402550861824
2018-11-18,13723.44,231875311015,164499203397,900.00,16896300,26664800013776392192
2018-11-19,13778.05,232802209516,164741174439,900.00,16896600,26761977612726857728
2018-11-20,13834.87,233766427943,164985677577,900.00,16896900,26859447577045790720
2018-11-21,13894.03,234770277318,165232842701,900.00,16897200,26956989644409806848
2018-11-22,13955.66,235815820296,165482806468,900.00,16897500,27054384711734611968
2018-11-23,14019.86,236904851677,165735711343,900.00,16897800,27151416617498992640
2018-11-24,14086.72,238038880940,165991704575,900.00,16898100,27247873893617569792
2018-11-25,14156.32,239219116962,166250937133,900.00,16898400,27343551473964617728
2018-11-26,14228.70,240446455075,166513562596,900.00,16898700,27438252347369951232
2018-11-27,14303.89,241721466582,166779736003,900.00,16899000,27531789143657910272
2018-11-28,14381.92,243044390866,167049612694,900.00,16899300,27623985642065498112
2018-11-29,14462.78,244415130160,167323347127,900.00,16899600,27714678192144252928
2018-11-30,14546.43,245833247068,167601091688,900.00,16899900,27803717038011949056
2018-12-01,14632.84,247297964875,167882995516,900.00,16900200,27890967537567911936
2018-12-02,14721.94,248808170678,168169203334,900.00,16900500,27976311269014892544
2018-12-03,14813.64,250362421346,168459854313,900.00,16900800,28059647017739190272
2018-12-04,14907.84,251958952275,168755080960,900.00,16901100,28140891637288677376
2018-12-05,15004.42,253595688910,169055008061,900.00,16901400,28219980778858708992
2018-12-06,15103.23,255270260957,169359751672,900.00,16901700,28296869484352073728
2018-12-07,15204.12,256980019204,169669418171,900.00,16902000,28371532638726643712
2018-12-08,15306.91,258722054831,169984103385,900.00,16902300,28443965277991424000
2018-12-09,15411.43,260493221074,170303891796,900.00,16902600,28514182749863981056
2018-12-10,15517.46,262290157099,170628855826,900.00,16902900,28582220724770947072
2018-12-11,15624.81,264109313901,170959055225,900.00,16903200,28648135055564820480
2018-12-12,15733.25,265946982031,171294536551,900.00,16903500,28712001485055660032
2018-12-13,15842.55,267799320952,171635332758,900.00,16903800,28773915201222107136
2018-12-14,15952.48,269662389789,171981462892,900.00,16904100,28833990240782053376
2018-12-15,16062.81,271532179230,172332931902,900.00,16904400,28892358742674505728
2018-12-16,16173.29,273404644335,172689730559,900.00,16904700,28949170053936963584
2018-12-17,16283.69,275275737973,173051835505,900.00,16905000,29004589691459690496
2018-12-18,16393.76,277141444639,173419209405,900.00,16905300,29058798164161736704
2018-12-19,16503.28,278997814347,173791801234,900.00,16905600,29111989661260443648
2018-12-20,16612.01,280840996344,174169546662,900.00,16905900,29164370613494272000
2018-12-21,16719.74,282667272335,174552368573,900.00,16906200,29216158135398035456
2018-12-22,16826.26,284473088968,174940177680,900.00,16906500,29267578358011777024
2018-12-23,16931.36,286255089276,175332873258,900.00,16906800,29318864662712123392
2018-12-24,17034.86,288010142810,175730343979,900.00,16907100,29370255828172132352
2018-12-25,17136.60,289735374210,176132468835,900.00,16907400,29421994103759314944
2018-12-26,17236.42,291428189941,176539118164,900.00,16907700,29474323223947452416
2018-12-27,17334.18,293086302970,176950154750,900.00,16908000,29527486379517407232
2018-12-28,17429.77,294707755136,177365435004,900.00,16908300,29581724162426658816
2018-12-29,17523.09,296290937028,177784810200,900.00,16908600,29637272502203703296
2018-12-30,17614.07,297834605158,178208127780,900.00,16908900,29694360612541530112
2018-12-31,17702.66,299337896260,178635232696,900.00,16909200,29753208967390814208
2019-01-01,17788.84,300800338584,179065968789,900.00,16909500,29814027326260559872
